Imbalance settlement period (CET/CEST),+ Imbalance Price [EUR/MWh] - SCA|HR,- Imbalance Price [EUR/MWh] - SCA|HR,Currency,Status,Total Imbalance [MWh] - SCA|HR,Difference,Situation,Status
23.08.2023 09:00 - 23.08.2023 10:00,191.1,191.1,EUR,Final,44,3,Deficit,Final
23.08.2023 10:00 - 23.08.2023 11:00,168.17,168.17,EUR,Final,83,-3,Deficit,Final
23.08.2023 11:00 - 23.08.2023 12:00,146.77,146.77,EUR,Final,54,-9,Deficit,Final
23.08.2023 12:00 - 23.08.2023 13:00,160.86,160.86,EUR,Final,93,3,Deficit,Final
23.08.2023 13:00 - 23.08.2023 14:00,164.84,164.84,EUR,Final,102,2,Deficit,Final
23.08.2023 14:00 - 23.08.2023 15:00,180.45,180.45,EUR,Final,64,3,Deficit,Final
23.08.2023 15:00 - 23.08.2023 16:00,209.39,209.39,EUR,Final,34,0,Deficit,Final
23.08.2023 16:00 - 23.08.2023 17:00,238.18,238.18,EUR,Final,55,-5,Deficit,Final
23.08.2023 17:00 - 23.08.2023 18:00,267.19,267.19,EUR,Final,113,0,Deficit,Final
23.08.2023 18:00 - 23.08.2023 19:00,315.7,315.7,EUR,Final,114,-10,Deficit,Final
23.08.2023 19:00 - 23.08.2023 20:00,165.67,165.67,EUR,Final,16,3,Surplus,Final
23.08.2023 20:00 - 23.08.2023 21:00,405.57,405.57,EUR,Final,57,-1,Deficit,Final
23.08.2023 21:00 - 23.08.2023 22:00,144.47,144.47,EUR,Final,2,0,Surplus,Final
23.08.2023 22:00 - 23.08.2023 23:00,241.95,241.95,EUR,Final,13,-1,Deficit,Final
23.08.2023 23:00 - 24.08.2023 00:00,194.14,194.14,EUR,Final,32,-4,Deficit,Final
24.08.2023 00:00 - 24.08.2023 01:00,80.29,80.29,EUR,Final,42,12,Surplus,Final
24.08.2023 01:00 - 24.08.2023 02:00,174.93,174.93,EUR,Final,7,-1,Deficit,Final
24.08.2023 02:00 - 24.08.2023 03:00,165.27,165.27,EUR,Final,68,1,Deficit,Final
24.08.2023 03:00 - 24.08.2023 04:00,158.63,158.63,EUR,Final,121,-4,Deficit,Final
24.08.2023 04:00 - 24.08.2023 05:00,164.37,164.37,EUR,Final,96,0,Deficit,Final
24.08.2023 05:00 - 24.08.2023 06:00,182.6,182.6,EUR,Final,97,2,Deficit,Final
24.08.2023 06:00 - 24.08.2023 07:00,220.75,220.75,EUR,Final,59,-8,Deficit,Final
24.08.2023 07:00 - 24.08.2023 08:00,96.96,96.96,EUR,Final,2,-3,Surplus,Final
24.08.2023 08:00 - 24.08.2023 09:00,224.97,224.97,EUR,Final,14,-3,Deficit,Final
24.08.2023 09:00 - 24.08.2023 10:00,184.76,184.76,EUR,Final,48,1,Deficit,Final
24.08.2023 10:00 - 24.08.2023 11:00,162.2,162.2,EUR,Final,98,-1,Deficit,Final
24.08.2023 11:00 - 24.08.2023 12:00,153.87,153.87,EUR,Final,126,-23,Deficit,Final
24.08.2023 12:00 - 24.08.2023 13:00,162.1,162.1,EUR,Final,120,-20,Deficit,Final
24.08.2023 13:00 - 24.08.2023 14:00,182.83,182.83,EUR,Final,157,-4,Deficit,Final
24.08.2023 14:00 - 24.08.2023 15:00,189.21,189.21,EUR,Final,141,-20,Deficit,Final
24.08.2023 15:00 - 24.08.2023 16:00,91.4,91.4,EUR,Final,29,2,Surplus,Final
24.08.2023 16:00 - 24.08.2023 17:00,109.62,109.62,EUR,Final,43,0,Surplus,Final
24.08.2023 17:00 - 24.08.2023 18:00,288.65,288.65,EUR,Final,64,-5,Deficit,Final
24.08.2023 18:00 - 24.08.2023 19:00,332.81,332.81,EUR,Final,130,-14,Deficit,Final
24.08.2023 19:00 - 24.08.2023 20:00,391.31,391.31,EUR,Final,71,-3,Deficit,Final
24.08.2023 20:00 - 24.08.2023 21:00,384.52,384.52,EUR,Final,130,-9,Deficit,Final
24.08.2023 21:00 - 24.08.2023 22:00,288.85,288.85,EUR,Final,30,-3,Deficit,Final
24.08.2023 22:00 - 24.08.2023 23:00,238.73,238.73,EUR,Final,2,1,Deficit,Final
24.08.2023 23:00 - 25.08.2023 00:00,191.76,191.76,EUR,Final,15,-8,Deficit,Final
25.08.2023 00:00 - 25.08.2023 01:00,63.14,63.14,EUR,Final,22,6,Surplus,Final
25.08.2023 01:00 - 25.08.2023 02:00,153.13,153.13,EUR,Final,2,1,Deficit,Final
25.08.2023 02:00 - 25.08.2023 03:00,57.43,57.43,EUR,Final,20,2,Surplus,Final
25.08.2023 03:00 - 25.08.2023 04:00,57.54,57.54,EUR,Final,14,-2,Surplus,Final
25.08.2023 04:00 - 25.08.2023 05:00,58.61,58.61,EUR,Final,30,2,Surplus,Final
25.08.2023 05:00 - 25.08.2023 06:00,65.4,65.4,EUR,Final,31,-1,Surplus,Final
25.08.2023 06:00 - 25.08.2023 07:00,74.53,74.53,EUR,Final,27,-3,Surplus,Final
25.08.2023 07:00 - 25.08.2023 08:00,81.07,81.07,EUR,Final,36,-2,Surplus,Final
25.08.2023 08:00 - 25.08.2023 09:00,83.65,83.65,EUR,Final,42,1,Surplus,Final
25.08.2023 09:00 - 25.08.2023 10:00,77.42,77.42,EUR,Final,32,4,Surplus,Final
25.08.2023 10:00 - 25.08.2023 11:00,70,70,EUR,Final,39,-1,Surplus,Final
25.08.2023 11:00 - 25.08.2023 12:00,66.86,66.86,EUR,Final,13,4,Surplus,Final
25.08.2023 12:00 - 25.08.2023 13:00,65.7,65.7,EUR,Final,31,3,Surplus,Final
25.08.2023 13:00 - 25.08.2023 14:00,60.65,60.65,EUR,Final,45,5,Surplus,Final
25.08.2023 14:00 - 25.08.2023 15:00,71.88,71.88,EUR,Final,55,-2,Surplus,Final
25.08.2023 15:00 - 25.08.2023 16:00,176.58,176.58,EUR,Final,7,-1,Deficit,Final
25.08.2023 16:00 - 25.08.2023 17:00,202.41,202.41,EUR,Final,24,0,Deficit,Final
25.08.2023 17:00 - 25.08.2023 18:00,267.76,267.76,EUR,Final,64,-1,Deficit,Final
25.08.2023 18:00 - 25.08.2023 19:00,367.81,367.81,EUR,Final,53,-1,Deficit,Final
25.08.2023 19:00 - 25.08.2023 20:00,369.59,369.59,EUR,Final,44,-1,Deficit,Final
25.08.2023 20:00 - 25.08.2023 21:00,159.09,159.09,EUR,Final,59,5,Surplus,Final
25.08.2023 21:00 - 25.08.2023 22:00,144.75,144.75,EUR,Final,68,21,Surplus,Final
25.08.2023 22:00 - 25.08.2023 23:00,98.18,98.18,EUR,Final,24,-2,Surplus,Final
25.08.2023 23:00 - 26.08.2023 00:00,75.47,75.47,EUR,Final,4,-6,Surplus,Final
26.08.2023 00:00 - 26.08.2023 01:00,65.94,65.94,EUR,Final,12,6,Surplus,Final
26.08.2023 01:00 - 26.08.2023 02:00,62.46,62.46,EUR,Final,12,0,Surplus,Final
26.08.2023 02:00 - 26.08.2023 03:00,61.15,61.15,EUR,Final,27,-1,Surplus,Final
26.08.2023 03:00 - 26.08.2023 04:00,59.71,59.71,EUR,Final,24,-1,Surplus,Final
26.08.2023 04:00 - 26.08.2023 05:00,57.32,57.32,EUR,Final,35,-1,Surplus,Final
26.08.2023 05:00 - 26.08.2023 06:00,55.39,55.39,EUR,Final,28,-3,Surplus,Final
26.08.2023 06:00 - 26.08.2023 07:00,57.29,57.29,EUR,Final,45,-3,Surplus,Final
26.08.2023 07:00 - 26.08.2023 08:00,57.54,57.54,EUR,Final,73,-1,Surplus,Final
26.08.2023 08:00 - 26.08.2023 09:00,58.98,58.98,EUR,Final,55,-3,Surplus,Final
26.08.2023 09:00 - 26.08.2023 10:00,129.7,129.7,EUR,Final,2,2,Deficit,Final
26.08.2023 10:00 - 26.08.2023 11:00,121.42,121.42,EUR,Final,55,1,Deficit,Final
26.08.2023 11:00 - 26.08.2023 12:00,112.95,112.95,EUR,Final,54,1,Deficit,Final
26.08.2023 12:00 - 26.08.2023 13:00,115.54,115.54,EUR,Final,54,5,Deficit,Final
26.08.2023 13:00 - 26.08.2023 14:00,110.68,110.68,EUR,Final,17,2,Deficit,Final
26.08.2023 14:00 - 26.08.2023 15:00,108.82,108.82,EUR,Final,7,-7,Deficit,Final
26.08.2023 15:00 - 26.08.2023 16:00,146.87,146.87,EUR,Final,17,2,Deficit,Final
26.08.2023 16:00 - 26.08.2023 17:00,151.26,151.26,EUR,Final,55,-1,Deficit,Final
26.08.2023 17:00 - 26.08.2023 18:00,174.93,174.93,EUR,Final,81,-2,Deficit,Final
26.08.2023 18:00 - 26.08.2023 19:00,234.26,234.26,EUR,Final,40,-3,Deficit,Final
26.08.2023 19:00 - 26.08.2023 20:00,279.9,279.9,EUR,Final,12,-3,Deficit,Final
26.08.2023 20:00 - 26.08.2023 21:00,130.73,130.73,EUR,Final,16,2,Surplus,Final
26.08.2023 21:00 - 26.08.2023 22:00,87.22,87.22,EUR,Final,60,12,Surplus,Final
26.08.2023 22:00 - 26.08.2023 23:00,77.75,77.75,EUR,Final,121,21,Surplus,Final
26.08.2023 23:00 - 27.08.2023 00:00,74.14,74.14,EUR,Final,135,11,Surplus,Final
27.08.2023 00:00 - 27.08.2023 01:00,69.98,69.98,EUR,Final,93,6,Surplus,Final
27.08.2023 01:00 - 27.08.2023 02:00,58.6,58.6,EUR,Final,18,1,Surplus,Final
27.08.2023 02:00 - 27.08.2023 03:00,57.64,57.64,EUR,Final,48,0,Surplus,Final
27.08.2023 03:00 - 27.08.2023 04:00,56.99,56.99,EUR,Final,56,0,Surplus,Final
27.08.2023 04:00 - 27.08.2023 05:00,58,58,EUR,Final,57,0,Surplus,Final
27.08.2023 05:00 - 27.08.2023 06:00,57.32,57.32,EUR,Final,32,-1,Surplus,Final
27.08.2023 06:00 - 27.08.2023 07:00,57.97,57.97,EUR,Final,90,-3,Surplus,Final
27.08.2023 07:00 - 27.08.2023 08:00,56.69,56.69,EUR,Final,73,-3,Surplus,Final
27.08.2023 08:00 - 27.08.2023 09:00,59.89,59.89,EUR,Final,102,14,Surplus,Final
27.08.2023 09:00 - 27.08.2023 10:00,65.95,65.95,EUR,Final,35,0,Surplus,Final
27.08.2023 10:00 - 27.08.2023 11:00,126.31,126.31,EUR,Final,21,2,Deficit,Final
27.08.2023 11:00 - 27.08.2023 12:00,125.52,125.52,EUR,Final,8,3,Deficit,Final
27.08.2023 12:00 - 27.08.2023 13:00,128.73,128.73,EUR,Final,8,2,Deficit,Final
27.08.2023 13:00 - 27.08.2023 14:00,49.9,49.9,EUR,Final,29,3,Surplus,Final
27.08.2023 14:00 - 27.08.2023 15:00,47.34,47.34,EUR,Final,33,1,Surplus,Final
27.08.2023 15:00 - 27.08.2023 16:00,114.44,114.44,EUR,Final,13,1,Deficit,Final
27.08.2023 16:00 - 27.08.2023 17:00,126.92,126.92,EUR,Final,69,-16,Deficit,Final
27.08.2023 17:00 - 27.08.2023 18:00,152.89,152.89,EUR,Final,49,2,Deficit,Final
27.08.2023 18:00 - 27.08.2023 19:00,176.43,176.43,EUR,Final,44,1,Deficit,Final
27.08.2023 19:00 - 27.08.2023 20:00,228.69,228.69,EUR,Final,53,-8,Deficit,Final
27.08.2023 20:00 - 27.08.2023 21:00,255.8,255.8,EUR,Final,102,1,Deficit,Final
27.08.2023 21:00 - 27.08.2023 22:00,183.14,183.14,EUR,Final,100,0,Deficit,Final
27.08.2023 22:00 - 27.08.2023 23:00,157.95,157.95,EUR,Final,118,-10,Deficit,Final
27.08.2023 23:00 - 28.08.2023 00:00,136.58,136.58,EUR,Final,121,-21,Deficit,Final
28.08.2023 00:00 - 28.08.2023 01:00,122.06,122.06,EUR,Final,53,5,Deficit,Final
28.08.2023 01:00 - 28.08.2023 02:00,115.42,115.42,EUR,Final,37,2,Deficit,Final
28.08.2023 02:00 - 28.08.2023 03:00,110.56,110.56,EUR,Final,41,-1,Deficit,Final
28.08.2023 03:00 - 28.08.2023 04:00,104.88,104.88,EUR,Final,40,-1,Deficit,Final
28.08.2023 04:00 - 28.08.2023 05:00,107.87,107.87,EUR,Final,45,-3,Deficit,Final
28.08.2023 05:00 - 28.08.2023 06:00,120.04,120.04,EUR,Final,64,2,Deficit,Final
28.08.2023 06:00 - 28.08.2023 07:00,146.05,146.05,EUR,Final,124,-8,Deficit,Final
28.08.2023 07:00 - 28.08.2023 08:00,193.1,193.1,EUR,Final,27,3,Deficit,Final
28.08.2023 08:00 - 28.08.2023 09:00,199.46,199.46,EUR,Final,60,-2,Deficit,Final
28.08.2023 09:00 - 28.08.2023 10:00,74.62,74.62,EUR,Final,10,2,Surplus,Final
28.08.2023 10:00 - 28.08.2023 11:00,69.89,69.89,EUR,Final,40,-2,Surplus,Final
28.08.2023 11:00 - 28.08.2023 12:00,71.89,71.89,EUR,Final,231,25,Surplus,Final
28.08.2023 12:00 - 28.08.2023 13:00,68.52,68.52,EUR,Final,153,3,Surplus,Final
28.08.2023 13:00 - 28.08.2023 14:00,70.32,70.32,EUR,Final,53,-3,Surplus,Final
28.08.2023 14:00 - 28.08.2023 15:00,73.35,73.35,EUR,Final,51,0,Surplus,Final
28.08.2023 15:00 - 28.08.2023 16:00,74.87,74.87,EUR,Final,45,1,Surplus,Final
28.08.2023 16:00 - 28.08.2023 17:00,82.81,82.81,EUR,Final,30,-2,Surplus,Final
28.08.2023 17:00 - 28.08.2023 18:00,253.26,253.26,EUR,Final,61,-7,Deficit,Final
28.08.2023 18:00 - 28.08.2023 19:00,220.65,220.65,EUR,Final,169,-32,Deficit,Final
28.08.2023 19:00 - 28.08.2023 20:00,330.85,330.85,EUR,Final,147,-7,Deficit,Final
28.08.2023 20:00 - 28.08.2023 21:00,274.51,274.51,EUR,Final,186,-21,Deficit,Final
28.08.2023 21:00 - 28.08.2023 22:00,172.15,172.15,EUR,Final,3,9,Deficit,Final
28.08.2023 22:00 - 28.08.2023 23:00,74.23,74.23,EUR,Final,88,5,Surplus,Final
28.08.2023 23:00 - 29.08.2023 00:00,71.87,71.87,EUR,Final,167,3,Surplus,Final
29.08.2023 00:00 - 29.08.2023 01:00,147.04,147.04,EUR,Final,94,1,Deficit,Final
29.08.2023 01:00 - 29.08.2023 02:00,135.76,135.76,EUR,Final,178,-2,Deficit,Final
29.08.2023 02:00 - 29.08.2023 03:00,128.73,128.73,EUR,Final,241,-40,Deficit,Final
29.08.2023 03:00 - 29.08.2023 04:00,126.53,126.53,EUR,Final,214,-5,Deficit,Final
29.08.2023 04:00 - 29.08.2023 05:00,125.97,125.97,EUR,Final,117,-5,Deficit,Final
29.08.2023 05:00 - 29.08.2023 06:00,129.61,129.61,EUR,Final,41,4,Deficit,Final
29.08.2023 06:00 - 29.08.2023 07:00,156.27,156.27,EUR,Final,33,-1,Deficit,Final
29.08.2023 07:00 - 29.08.2023 08:00,193.67,193.67,EUR,Final,97,-10,Deficit,Final
29.08.2023 08:00 - 29.08.2023 09:00,212.86,212.86,EUR,Final,127,1,Deficit,Final
29.08.2023 09:00 - 29.08.2023 10:00,88.58,88.58,EUR,Final,16,3,Surplus,Final
29.08.2023 10:00 - 29.08.2023 11:00,180.66,180.66,EUR,Final,13,2,Deficit,Final
29.08.2023 11:00 - 29.08.2023 12:00,68.92,68.92,EUR,Final,70,-2,Surplus,Final
29.08.2023 12:00 - 29.08.2023 13:00,153.94,153.94,EUR,Final,3,-2,Deficit,Final
29.08.2023 13:00 - 29.08.2023 14:00,141.9,141.9,EUR,Final,59,-1,Deficit,Final
29.08.2023 14:00 - 29.08.2023 15:00,138.26,138.26,EUR,Final,48,-4,Deficit,Final
29.08.2023 15:00 - 29.08.2023 16:00,144.75,144.75,EUR,Final,76,-14,Deficit,Final
29.08.2023 16:00 - 29.08.2023 17:00,147.32,147.32,EUR,Final,224,-52,Deficit,Final
29.08.2023 17:00 - 29.08.2023 18:00,175.95,175.95,EUR,Final,230,-4,Deficit,Final
29.08.2023 18:00 - 29.08.2023 19:00,168,168,EUR,Final,115,-9,Deficit,Final
29.08.2023 19:00 - 29.08.2023 20:00,172.14,172.14,EUR,Final,147,-26,Deficit,Final
29.08.2023 20:00 - 29.08.2023 21:00,173.45,173.45,EUR,Final,127,3,Deficit,Final
29.08.2023 21:00 - 29.08.2023 22:00,82.01,82.01,EUR,Final,15,9,Surplus,Final
29.08.2023 22:00 - 29.08.2023 23:00,73.25,73.25,EUR,Final,12,1,Surplus,Final
29.08.2023 23:00 - 30.08.2023 00:00,143.93,143.93,EUR,Final,50,-16,Deficit,Final
30.08.2023 00:00 - 30.08.2023 01:00,140.17,140.17,EUR,Final,85,-14,Deficit,Final
30.08.2023 01:00 - 30.08.2023 02:00,138.04,138.04,EUR,Final,99,-9,Deficit,Final
30.08.2023 02:00 - 30.08.2023 03:00,134.9,134.9,EUR,Final,108,-7,Deficit,Final
30.08.2023 03:00 - 30.08.2023 04:00,131.64,131.64,EUR,Final,107,-1,Deficit,Final
30.08.2023 04:00 - 30.08.2023 05:00,133.57,133.57,EUR,Final,79,-3,Deficit,Final
30.08.2023 05:00 - 30.08.2023 06:00,135.56,135.56,EUR,Final,71,0,Deficit,Final
30.08.2023 06:00 - 30.08.2023 07:00,174.41,174.41,EUR,Final,52,-8,Deficit,Final
30.08.2023 07:00 - 30.08.2023 08:00,197.86,197.86,EUR,Final,31,-4,Deficit,Final
30.08.2023 08:00 - 30.08.2023 09:00,194.32,194.32,EUR,Final,44,-3,Deficit,Final
30.08.2023 09:00 - 30.08.2023 10:00,174.24,174.24,EUR,Final,51,-3,Deficit,Final
30.08.2023 10:00 - 30.08.2023 11:00,67.15,67.15,EUR,Final,9,-1,Surplus,Final
30.08.2023 11:00 - 30.08.2023 12:00,65.29,65.29,EUR,Final,9,-1,Surplus,Final
30.08.2023 12:00 - 30.08.2023 13:00,147.97,147.97,EUR,Final,114,0,Deficit,Final
30.08.2023 13:00 - 30.08.2023 14:00,143.43,143.43,EUR,Final,104,-23,Deficit,Final
30.08.2023 14:00 - 30.08.2023 15:00,141.82,141.82,EUR,Final,22,-1,Deficit,Final
30.08.2023 15:00 - 30.08.2023 16:00,148.53,148.53,EUR,Final,27,-4,Deficit,Final
30.08.2023 16:00 - 30.08.2023 17:00,158.41,158.41,EUR,Final,20,-1,Deficit,Final
30.08.2023 17:00 - 30.08.2023 18:00,170.37,170.37,EUR,Final,6,-3,Deficit,Final
30.08.2023 18:00 - 30.08.2023 19:00,85.19,85.19,EUR,Final,29,-6,Surplus,Final
30.08.2023 19:00 - 30.08.2023 20:00,85.37,85.37,EUR,Final,15,0,Surplus,Final
30.08.2023 20:00 - 30.08.2023 21:00,107.26,107.26,EUR,Final,13,0,Surplus,Final
30.08.2023 21:00 - 30.08.2023 22:00,188.16,188.16,EUR,Final,17,-9,Deficit,Final
30.08.2023 22:00 - 30.08.2023 23:00,167.29,167.29,EUR,Final,4,-5,Deficit,Final
30.08.2023 23:00 - 31.08.2023 00:00,60.95,60.95,EUR,Final,6,-6,Surplus,Final
31.08.2023 00:00 - 31.08.2023 01:00,57.79,57.79,EUR,Final,67,3,Surplus,Final
31.08.2023 01:00 - 31.08.2023 02:00,128.46,128.46,EUR,Final,6,-8,Deficit,Final
31.08.2023 02:00 - 31.08.2023 03:00,128,128,EUR,Final,41,-4,Deficit,Final
31.08.2023 03:00 - 31.08.2023 04:00,127.64,127.64,EUR,Final,11,-5,Deficit,Final
31.08.2023 04:00 - 31.08.2023 05:00,55.56,55.56,EUR,Final,57,10,Surplus,Final
31.08.2023 05:00 - 31.08.2023 06:00,57.35,57.35,EUR,Final,82,10,Surplus,Final
31.08.2023 06:00 - 31.08.2023 07:00,71.56,71.56,EUR,Final,71,0,Surplus,Final
31.08.2023 07:00 - 31.08.2023 08:00,87.41,87.41,EUR,Final,16,-1,Surplus,Final
31.08.2023 08:00 - 31.08.2023 09:00,86.58,86.58,EUR,Final,22,-5,Surplus,Final
31.08.2023 09:00 - 31.08.2023 10:00,74.4,74.4,EUR,Final,11,-7,Surplus,Final
31.08.2023 10:00 - 31.08.2023 11:00,62.6,62.6,EUR,Final,35,-2,Surplus,Final
31.08.2023 11:00 - 31.08.2023 12:00,56.92,56.92,EUR,Final,75,3,Surplus,Final
31.08.2023 12:00 - 31.08.2023 13:00,54.04,54.04,EUR,Final,65,0,Surplus,Final
31.08.2023 13:00 - 31.08.2023 14:00,127.76,127.76,EUR,Final,37,-2,Deficit,Final
31.08.2023 14:00 - 31.08.2023 15:00,54.95,54.95,EUR,Final,2,-1,Surplus,Final
31.08.2023 15:00 - 31.08.2023 16:00,58.44,58.44,EUR,Final,14,-2,Surplus,Final
31.08.2023 16:00 - 31.08.2023 17:00,61.73,61.73,EUR,Final,9,0,Surplus,Final
31.08.2023 17:00 - 31.08.2023 18:00,68.06,68.06,EUR,Final,5,1,Surplus,Final
31.08.2023 18:00 - 31.08.2023 19:00,83.88,83.88,EUR,Final,48,-3,Surplus,Final
31.08.2023 19:00 - 31.08.2023 20:00,79.84,79.84,EUR,Final,2,0,Surplus,Final
31.08.2023 20:00 - 31.08.2023 21:00,83.38,83.38,EUR,Final,26,6,Surplus,Final
31.08.2023 21:00 - 31.08.2023 22:00,85.81,85.81,EUR,Final,13,1,Surplus,Final
31.08.2023 22:00 - 31.08.2023 23:00,152.43,152.43,EUR,Final,3,-1,Deficit,Final
31.08.2023 23:00 - 01.09.2023 00:00,58.13,58.13,EUR,Final,13,0,Surplus,Final
01.09.2023 00:00 - 01.09.2023 01:00,138.46,138.46,EUR,Final,27,1,Deficit,Final
01.09.2023 01:00 - 01.09.2023 02:00,57.58,57.58,EUR,Final,2,-2,Surplus,Final
01.09.2023 02:00 - 01.09.2023 03:00,55.97,55.97,EUR,Final,7,-1,Surplus,Final
01.09.2023 03:00 - 01.09.2023 04:00,55.1,55.1,EUR,Final,9,-2,Surplus,Final
01.09.2023 04:00 - 01.09.2023 05:00,54.91,54.91,EUR,Final,21,-2,Surplus,Final
01.09.2023 05:00 - 01.09.2023 06:00,133.69,133.69,EUR,Final,28,-4,Deficit,Final
01.09.2023 06:00 - 01.09.2023 07:00,156.7,156.7,EUR,Final,7,-3,Deficit,Final
01.09.2023 07:00 - 01.09.2023 08:00,77.37,77.37,EUR,Final,21,-1,Surplus,Final
01.09.2023 08:00 - 01.09.2023 09:00,76.81,76.81,EUR,Final,2,-2,Surplus,Final
01.09.2023 09:00 - 01.09.2023 10:00,66.49,66.49,EUR,Final,36,0,Surplus,Final
01.09.2023 10:00 - 01.09.2023 11:00,61.06,61.06,EUR,Final,9,-2,Surplus,Final
01.09.2023 11:00 - 01.09.2023 12:00,57.91,57.91,EUR,Final,14,0,Surplus,Final
01.09.2023 12:00 - 01.09.2023 13:00,128.83,128.83,EUR,Final,10,-1,Deficit,Final
01.09.2023 13:00 - 01.09.2023 14:00,124.46,124.46,EUR,Final,26,0,Deficit,Final
01.09.2023 14:00 - 01.09.2023 15:00,123.09,123.09,EUR,Final,4,-2,Deficit,Final
01.09.2023 15:00 - 01.09.2023 16:00,55.45,55.45,EUR,Final,21,-1,Surplus,Final
01.09.2023 16:00 - 01.09.2023 17:00,60.28,60.28,EUR,Final,7,-1,Surplus,Final
01.09.2023 17:00 - 01.09.2023 18:00,70.98,70.98,EUR,Final,6,0,Surplus,Final
01.09.2023 18:00 - 01.09.2023 19:00,223.89,223.89,EUR,Final,41,-2,Deficit,Final
01.09.2023 19:00 - 01.09.2023 20:00,376.21,376.21,EUR,Final,31,-6,Deficit,Final
01.09.2023 20:00 - 01.09.2023 21:00,291.84,291.84,EUR,Final,20,1,Deficit,Final
01.09.2023 21:00 - 01.09.2023 22:00,189.24,189.24,EUR,Final,40,-8,Deficit,Final
01.09.2023 22:00 - 01.09.2023 23:00,165.98,165.98,EUR,Final,14,1,Deficit,Final
01.09.2023 23:00 - 02.09.2023 00:00,160.51,160.51,EUR,Final,7,-3,Deficit,Final
02.09.2023 00:00 - 02.09.2023 01:00,64.48,64.48,EUR,Final,17,3,Surplus,Final
02.09.2023 01:00 - 02.09.2023 02:00,143.78,143.78,EUR,Final,15,-3,Deficit,Final
02.09.2023 02:00 - 02.09.2023 03:00,140,140,EUR,Final,9,-3,Deficit,Final
02.09.2023 03:00 - 02.09.2023 04:00,133.24,133.24,EUR,Final,18,-2,Deficit,Final
02.09.2023 04:00 - 02.09.2023 05:00,131.36,131.36,EUR,Final,10,0,Deficit,Final
02.09.2023 05:00 - 02.09.2023 06:00,135.34,135.34,EUR,Final,34,-1,Deficit,Final
02.09.2023 06:00 - 02.09.2023 07:00,139.79,139.79,EUR,Final,27,-5,Deficit,Final
02.09.2023 07:00 - 02.09.2023 08:00,60.65,60.65,EUR,Final,3,1,Surplus,Final
02.09.2023 08:00 - 02.09.2023 09:00,60.13,60.13,EUR,Final,8,0,Surplus,Final
02.09.2023 09:00 - 02.09.2023 10:00,56.75,56.75,EUR,Final,46,0,Surplus,Final
02.09.2023 10:00 - 02.09.2023 11:00,56.34,56.34,EUR,Final,87,7,Surplus,Final
02.09.2023 11:00 - 02.09.2023 12:00,47.94,47.94,EUR,Final,36,-1,Surplus,Final
02.09.2023 12:00 - 02.09.2023 13:00,45.6,45.6,EUR,Final,47,3,Surplus,Final
02.09.2023 13:00 - 02.09.2023 14:00,37.79,37.79,EUR,Final,73,7,Surplus,Final
02.09.2023 14:00 - 02.09.2023 15:00,33.21,33.21,EUR,Final,75,-2,Surplus,Final
02.09.2023 15:00 - 02.09.2023 16:00,47.53,47.53,EUR,Final,33,1,Surplus,Final
02.09.2023 16:00 - 02.09.2023 17:00,112.01,112.01,EUR,Final,28,0,Deficit,Final
02.09.2023 17:00 - 02.09.2023 18:00,130.83,130.83,EUR,Final,15,-1,Deficit,Final
02.09.2023 18:00 - 02.09.2023 19:00,154,154,EUR,Final,64,-11,Deficit,Final
02.09.2023 19:00 - 02.09.2023 20:00,179.97,179.97,EUR,Final,12,-5,Deficit,Final
02.09.2023 20:00 - 02.09.2023 21:00,188.34,188.34,EUR,Final,50,3,Deficit,Final
02.09.2023 21:00 - 02.09.2023 22:00,161.52,161.52,EUR,Final,8,-2,Deficit,Final
02.09.2023 22:00 - 02.09.2023 23:00,63.38,63.38,EUR,Final,43,0,Surplus,Final
02.09.2023 23:00 - 03.09.2023 00:00,58.4,58.4,EUR,Final,23,1,Surplus,Final
03.09.2023 00:00 - 03.09.2023 01:00,147.39,147.39,EUR,Final,12,2,Deficit,Final
03.09.2023 01:00 - 03.09.2023 02:00,141.26,141.26,EUR,Final,22,-1,Deficit,Final
03.09.2023 02:00 - 03.09.2023 03:00,139.59,139.59,EUR,Final,38,-4,Deficit,Final
03.09.2023 03:00 - 03.09.2023 04:00,137.79,137.79,EUR,Final,29,-6,Deficit,Final
03.09.2023 04:00 - 03.09.2023 05:00,136.68,136.68,EUR,Final,58,-1,Deficit,Final
03.09.2023 05:00 - 03.09.2023 06:00,134.46,134.46,EUR,Final,62,-1,Deficit,Final
03.09.2023 06:00 - 03.09.2023 07:00,133.24,133.24,EUR,Final,64,5,Deficit,Final
03.09.2023 07:00 - 03.09.2023 08:00,128.72,128.72,EUR,Final,16,1,Deficit,Final
03.09.2023 08:00 - 03.09.2023 09:00,121.8,121.8,EUR,Final,31,2,Deficit,Final
03.09.2023 09:00 - 03.09.2023 10:00,114.81,114.81,EUR,Final,34,-2,Deficit,Final
03.09.2023 10:00 - 03.09.2023 11:00,84.42,84.42,EUR,Final,31,0,Deficit,Final
03.09.2023 11:00 - 03.09.2023 12:00,60.8,60.8,EUR,Final,26,1,Deficit,Final
03.09.2023 12:00 - 03.09.2023 13:00,29.92,29.92,EUR,Final,11,0,Deficit,Final
03.09.2023 13:00 - 03.09.2023 14:00,15.86,15.86,EUR,Final,5,0,Deficit,Final
03.09.2023 14:00 - 03.09.2023 15:00,2.96,2.96,EUR,Final,73,11,Surplus,Final
